id;name;region;city;address;website;phone;fax;email;director;legal_form;source_url
824;Санаторий «БелокурЪ»;Алтайский край;Белокуриха;659900, Россия, Алтайский край, г. Белокуриха, ул. Славского, д. 79;http://belokur.ru/;+7 (38577) 38-852, +7 (800) 700-99-65, +7 (38577) 38-850;;belokur2006@mail.ru;Храмцов Петр Владимирович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=824
825;Санаторий «Буревестник» МВД России;Республика Крым;Евпатория;297407, Республика Крым, г. Евпатория, ул. П. Морозова, 7−13/54−56;http://xn--90acibpmtumkf.xn--d1a2a.xn--b1aew.xn--p1ai/;+7 (365) 699-00-62, +7 (365) 699-00-63, +7 (365) 699-00-66;;burevest_evp@mail.ru;санатория, полковник внутренней службы;федеральное казенное учреждение здравоохранения;https://sanatoria.ru/san.php?org=825
826;Пансионат санаторного типа «Факел»;Ставропольский край;Кисловодск;357744, Ставропольский край, г. Кисловодск, ул. Коминтерна, д. 4−6;http://fakelkislovodsk.ru/;+7 (87937) 33-015, 33-063;62-205;info@fakelkislovodsk.ru;Елизаров Юрий Александрович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=826
827;Санаторий «Самоцвет»;;;624640, Свердловская обл., Алапаевский район, п. Курорт Самоцвет, ул. Курортная, 29;http://kurortsamocvet.ru/;+7 (343) 263-74-22;;kurort.samoczvet@mail.ru;Клементьев Иван Александрович;;https://sanatoria.ru/san.php?org=827
828;Санаторий «Айвазовское»;Республика Крым;Алушта;298542, Республика Крым, г. Алушта, пгт. Партенит, ул. Васильченко, д. 1-А;http://ayvazovskoe-partenit.ru/;+7 (978) 901-52-56, 901-52-54;;ayvazovskoe2015@gmail.com;Пугачева Светлана Рудольфовна;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=828
829;Санаторий «Орен-Крым»;Республика Крым;Евпатория;297412, РФ, Республика Крым, г. Евпатория, ул. Фрунзе, д. 17;http://oren-crimea.ru/;+7 (36569) 3-66-80, 3-24-49;;oren-box@mail.ru;Аристов Анатолий Егорович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=829
830;Пансионат «Озеро сновидений»;Республика Крым;Евпатория;297400, РФ, Республика Крым, г. Евпатория, ул. И. Франко, д. 27;http://o-snov.com/;+7 (6569) 9-666-9, +7 (978) 765-76-78;;admin@o-snov.com;Солнцева Мария Викторовна;частная собственность;https://sanatoria.ru/san.php?org=830
831;Клинический санаторий для детей и детей с родителями «Здравница»;Республика Крым;Евпатория;297400, Республика Крым, г. Евпатория, ул. Горького, д. 21;http://xn--80aafgojjqnyd0fuc.xn--p1ai/;+7 (36569) 2-74-76, 2-98-36;2-73-09;san_zdravnitsa@mail.ru;Назриев Сергей Исмоилович;государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=831
832;Феодосийский военный санаторий;Республика Крым;Феодосия;298100, Россия, Республика Крым, г. Феодосия, ул. Генерала Горбачева, 5;http://xn----ctb5aimq.xn--p1ai/;+7 (36562) 3-09-62, 3-30-01, 3-30-00;;feo-rest@mail.ru;;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=832
833;Санаторий «Таврия»;Республика Крым;Евпатория;297407, Россия, Республика Крым, г. Евпатория, ул. Кирова, д. 102−110;http://tavria-crimea.com/;+7 (978) 123-00-12, +7 (499) 112-48-90;;santavria@gmail.com;Козачков Сергей Петрович;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=833
834;Санаторий «Сакрополь»;Республика Крым;Саки;296500, Республика Крым, г. Саки, ул. Курортная, 14;http://sakropol.center/;+7 (36563) 3-30-31, 2-74-94, +7 (978) 727-63-33;;sansakropol@mail.ru;Гулов Аркадий Викторович;акционерное общество;https://sanatoria.ru/san.php?org=834
835;Пансионат с лечением «Фламинго»;Краснодарский край;Геленджик;353490, Краснодарский край, г. Геленджик, с. Дивноморское, ул. Олега Кошевого, д. 19;http://flamingohotel.ru/;+7 (86141) 63-667, +7 (8152) 455-138;;flamingo.murman@yandex.ru;Алешин Михаил Александрович;Мурманская региональная общественная организация;https://sanatoria.ru/san.php?org=835
836;Санаторий «Арника»;Ставропольский край;Кисловодск;357700, Ставропольский край, г. Кисловодск, пр. Ленина, д. 18;http://www.arnika.vip/;+7 (87937) 9-70-50, 8 800 777 31 70;;sales@arnika.vip;Богданов Дмитрий Георгиевич;общество с ограниченной ответственностью;https://sanatoria.ru/san.php?org=836
837;Республиканский детский санаторий «Юськи» для лечения туберкулёза;Удмуртская Республика;;427820, Россия, Удмуртская Республика, Малопургинский район, починок Постольский;http://yuscki.udmmed.ru/;+7 (34138) 4-32-24, 4-32-25;4-32-24, 4-32-25;yuscki1@yandex.ru;Богданова Ильсияр Мухаметнуровна;бюджетное учреждение здравоохранения;https://sanatoria.ru/san.php?org=837
838;Санаторий для детей «Малышок»;Удмуртская Республика;Ижевск;426021, Удмуртская Республика, г. Ижевск, городок Машиностроителей, 111;http://malisan.ru/;+7 (3412) 71-38-86, 56-85-06;;malisan@list.ru;Карташева Елена Глебовна;бюджетное учреждение здравоохранения Удмуртской Республики;https://sanatoria.ru/san.php?org=838
839;Военный санаторий «Крым» Минобороны России;Республика Крым;Алушта;06560, Республика Крым, г. Алушта, пгт. Партенит, ул. Санаторная, д. 1;http://sancrimea.ru/;+7 (06560) 45-7-11, 28-2-00;22-534;san.crimea@yandex.ru;Клемешев Владимир Борисович;федеральное государственное бюджетное учреждение;https://sanatoria.ru/san.php?org=839
